result,datatype,encoding,compressor,column,row,start_time/ms,end_time/ms,import_elapsed_time/s,query_elapsed_time/s,data_size/b,compression_rate,tsfile_count
result,FLOAT,PLAIN,LZ4,1,10w,1682698723377,1682698732033,2.771,3.029,11956,206.42698,1
result,FLOAT,PLAIN,LZ4,1,100w,1682698758134,1682698792440,11.547,19.81,120750,204.38957,11
result,FLOAT,PLAIN,LZ4,1,1000w,1682698818543,1682699101820,90.699,188.382,1209732,204.01216,115
result,FLOAT,PLAIN,LZ4,3,10w,1682699127943,1682699140139,3.291,6.205,35409,123.95473,1
result,FLOAT,PLAIN,LZ4,3,100w,1682699166253,1682699236324,15.019,52.195,357201,122.87231,11
result,FLOAT,PLAIN,LZ4,3,1000w,1682699262439,1682699855836,121.046,467.207,3576411,122.72083,115
result,FLOAT,PLAIN,LZ4,5,10w,1682699881963,1682699897701,3.5,9.471,58858,107.09139,1
result,FLOAT,PLAIN,LZ4,5,100w,1682699923831,1682700020705,17.47,76.384,593608,106.1815,11
result,FLOAT,PLAIN,LZ4,5,1000w,1682700046821,1682700948824,149.764,746.0,5942630,106.06418,115
result,FLOAT,PLAIN,GZIP,1,10w,1682700974939,1682700983741,2.803,3.077,11281,218.7783,1
result,FLOAT,PLAIN,GZIP,1,100w,1682701009863,1682701044986,11.529,20.723,113672,217.11625,11
result,FLOAT,PLAIN,GZIP,1,1000w,1682701071091,1682701358353,89.579,193.047,1137716,216.92587,115
result,FLOAT,PLAIN,GZIP,3,10w,1682701384469,1682701396601,3.251,6.053,33333,131.67444,1
result,FLOAT,PLAIN,GZIP,3,100w,1682701422723,1682701493460,14.46,53.381,335570,130.79269,11
result,FLOAT,PLAIN,GZIP,3,1000w,1682701519575,1682702135424,122.398,488.315,3357030,130.7406,115
result,FLOAT,PLAIN,GZIP,5,10w,1682702161531,1682702177590,3.621,9.663,55323,113.93399,1
result,FLOAT,PLAIN,GZIP,5,100w,1682702203709,1682702305232,17.297,81.07,556805,113.19972,11
result,FLOAT,PLAIN,GZIP,5,1000w,1682702331340,1682703344654,150.891,856.251,5569261,113.17483,115
result,FLOAT,PLAIN,ZSTD,1,10w,1682703370769,1682703379321,2.845,3.04,7792,316.74012,1
result,FLOAT,PLAIN,ZSTD,1,100w,1682703405444,1682703440486,11.768,20.423,78717,313.5287,11
result,FLOAT,PLAIN,ZSTD,1,1000w,1682703466596,1682703758355,92.854,194.757,787862,313.25288,115
result,FLOAT,PLAIN,ZSTD,3,10w,1682703784472,1682703797125,3.274,6.523,22941,191.32152,1
result,FLOAT,PLAIN,ZSTD,3,100w,1682703823246,1682703890657,14.537,49.82,231433,189.64498,11
result,FLOAT,PLAIN,ZSTD,3,1000w,1682703916776,1682704576927,120.433,533.188,2313955,189.6753,115
result,FLOAT,PLAIN,ZSTD,5,10w,1682704603047,1682704618871,3.497,9.535,38039,165.70296,1
result,FLOAT,PLAIN,ZSTD,5,100w,1682704644976,1682704744413,17.883,78.226,383272,164.45286,11
result,FLOAT,PLAIN,ZSTD,5,1000w,1682704770531,1682705771877,148.157,845.508,3830503,164.54763,115
result,FLOAT,PLAIN,LZMA2,1,10w,1682705797986,1682705806718,2.831,3.178,9059,272.44056,1
result,FLOAT,PLAIN,LZMA2,1,100w,1682705832838,1682705868341,12.095,20.404,91473,269.80682,11
result,FLOAT,PLAIN,LZMA2,1,1000w,1682705894446,1682706184357,88.895,196.776,915276,269.64548,115
result,FLOAT,PLAIN,LZMA2,3,10w,1682706210469,1682706223897,3.273,6.715,26804,163.74821,1
result,FLOAT,PLAIN,LZMA2,3,100w,1682706250009,1682706324482,15.119,55.884,270132,162.47652,11
result,FLOAT,PLAIN,LZMA2,3,1000w,1682706350588,1682706978367,123.355,498.844,2699969,162.55746,115
result,FLOAT,PLAIN,LZMA2,5,10w,1682707004500,1682707022420,3.516,9.973,44392,141.98898,1
result,FLOAT,PLAIN,LZMA2,5,100w,1682707048532,1682707158038,17.669,88.169,447044,140.99322,11
result,FLOAT,PLAIN,LZMA2,5,1000w,1682707184149,1682708155245,148.487,814.402,4468343,141.05904,115
result,FLOAT,RLE,UNCOMPRESSED,1,10w,1682708181366,1682708190588,2.906,3.598,245009,10.07326,1
result,FLOAT,RLE,UNCOMPRESSED,1,100w,1682708216690,1682708255839,11.853,24.406,2450525,10.07133,11
result,FLOAT,RLE,UNCOMPRESSED,1,1000w,1682708281945,1682708608696,89.378,233.24,24506019,10.071,115
result,FLOAT,RLE,UNCOMPRESSED,3,10w,1682708634811,1682708648025,3.215,7.299,734507,5.97559,1
result,FLOAT,RLE,UNCOMPRESSED,3,100w,1682708674139,1682708758635,14.653,66.856,7345855,5.97481,11
result,FLOAT,RLE,UNCOMPRESSED,3,1000w,1682708784745,1682709572771,123.223,659.67,73458257,5.97482,115
result,FLOAT,RLE,UNCOMPRESSED,5,10w,1682709598887,1682709617064,3.516,11.849,1224008,5.14962,1
result,FLOAT,RLE,UNCOMPRESSED,5,100w,1682709643175,1682709763998,17.489,100.298,12241218,5.14901,11
result,FLOAT,RLE,UNCOMPRESSED,5,1000w,1682709790121,1682710913952,146.617,970.944,122410840,5.14906,115
result,FLOAT,RLE,SNAPPY,1,10w,1682710940065,1682710948902,2.914,3.171,20694,119.2638,1
result,FLOAT,RLE,SNAPPY,1,100w,1682710975008,1682711011171,11.988,21.273,207983,118.66376,11
result,FLOAT,RLE,SNAPPY,1,1000w,1682711037270,1682711336785,88.549,206.397,2081462,118.57053,115
result,FLOAT,RLE,SNAPPY,3,10w,1682711362917,1682711375690,3.215,6.816,61652,71.19193,1
result,FLOAT,RLE,SNAPPY,3,100w,1682711401810,1682711472528,14.488,53.243,619051,70.89905,11
result,FLOAT,RLE,SNAPPY,3,1000w,1682711498630,1682712187319,121.412,562.476,6191647,70.88584,115
result,FLOAT,RLE,SNAPPY,5,10w,1682712213438,1682712229970,3.551,10.219,102577,61.44852,1
result,FLOAT,RLE,SNAPPY,5,100w,1682712256078,1682712360402,18.051,83.486,1029794,61.20662,11
result,FLOAT,RLE,SNAPPY,5,1000w,1682712386510,1682713372002,148.853,830.37,10299636,61.19636,115
result,FLOAT,RLE,LZ4,1,10w,1682713398107,1682713406617,2.778,2.985,11757,209.92081,1
result,FLOAT,RLE,LZ4,1,100w,1682713432726,1682713468072,12.266,20.233,118596,208.10178,11
result,FLOAT,RLE,LZ4,1,1000w,1682713494174,1682713778274,91.043,188.51,1188243,207.70166,115
result,FLOAT,RLE,LZ4,3,10w,1682713804388,1682713816249,3.201,5.805,34807,126.0984,1
result,FLOAT,RLE,LZ4,3,100w,1682713842360,1682713907721,14.746,47.514,350681,125.15679,11
result,FLOAT,RLE,LZ4,3,1000w,1682713933864,1682714519323,118.877,460.998,3511366,124.99412,115
result,FLOAT,RLE,LZ4,5,10w,1682714545430,1682714561020,3.488,9.416,57855,108.9478,1
result,FLOAT,RLE,LZ4,5,100w,1682714587130,1682714689307,16.945,82.266,582738,108.16212,11
result,FLOAT,RLE,LZ4,5,1000w,1682714715420,1682715692187,143.895,826.608,5834253,108.03443,115
result,FLOAT,RLE,GZIP,1,10w,1682715718293,1682715726946,2.843,3.037,9610,256.81956,1
result,FLOAT,RLE,GZIP,1,100w,1682715753058,1682715788214,11.576,20.477,96931,254.61448,11
result,FLOAT,RLE,GZIP,1,1000w,1682715814351,1682716102970,89.76,194.748,971062,254.15477,115
result,FLOAT,RLE,GZIP,3,10w,1682716129082,1682716141068,3.299,5.937,28279,155.20697,1
result,FLOAT,RLE,GZIP,3,100w,1682716167182,1682716233035,14.478,48.446,284952,154.02629,11
result,FLOAT,RLE,GZIP,3,1000w,1682716259124,1682716863482,122.627,476.489,2853525,153.8098,115
result,FLOAT,RLE,GZIP,5,10w,1682716889602,1682716905943,3.513,10.085,46942,134.27549,1
result,FLOAT,RLE,GZIP,5,100w,1682716932055,1682717032630,17.25,80.337,472758,133.32436,11
result,FLOAT,RLE,GZIP,5,1000w,1682717058737,1682717992116,146.784,780.355,4732147,133.19539,115
result,FLOAT,RLE,ZSTD,1,10w,1682718018221,1682718026988,2.846,3.11,7231,341.31337,1
result,FLOAT,RLE,ZSTD,1,100w,1682718053080,1682718088918,11.896,20.886,72980,338.17535,11
result,FLOAT,RLE,ZSTD,1,1000w,1682718115040,1682718413702,94.917,199.463,730401,337.89663,115
result,FLOAT,RLE,ZSTD,3,10w,1682718439819,1682718452012,3.286,6.138,21231,206.73077,1
result,FLOAT,RLE,ZSTD,3,100w,1682718478122,1682718545770,15.134,49.346,213859,205.22915,11
result,FLOAT,RLE,ZSTD,3,1000w,1682718571879,1682719183506,126.154,480.031,2138074,205.27826,115
result,FLOAT,RLE,ZSTD,5,10w,1682719209622,1682719226193,3.622,10.145,35233,178.89947,1
result,FLOAT,RLE,ZSTD,5,100w,1682719252315,1682719363603,17.954,89.963,354763,177.66837,11
result,FLOAT,RLE,ZSTD,5,1000w,1682719389711,1682720343471,155.685,791.332,3545980,177.75063,115
result,FLOAT,RLE,LZMA2,1,10w,1682720369587,1682720378583,2.94,3.176,8325,296.4609,1
result,FLOAT,RLE,LZMA2,1,100w,1682720404686,1682720441218,12.176,21.267,83975,293.89743,11
result,FLOAT,RLE,LZMA2,1,1000w,1682720467330,1682720774593,94.563,208.399,840575,293.60859,115
result,FLOAT,RLE,LZMA2,3,10w,1682720800707,1682720814992,3.325,7.377,24469,179.37394,1
result,FLOAT,RLE,LZMA2,3,100w,1682720841119,1682720912517,15.231,52.655,246491,178.05965,11
result,FLOAT,RLE,LZMA2,3,1000w,1682720938623,1682721597467,124.435,528.791,2464955,178.05603,115
result,FLOAT,RLE,LZMA2,5,10w,1682721623583,1682721641839,3.647,10.056,40625,155.15483,1
result,FLOAT,RLE,LZMA2,5,100w,1682721667947,1682721772308,17.916,82.752,409051,154.08877,11
result,FLOAT,RLE,LZMA2,5,1000w,1682721798421,1682722801809,148.702,846.836,4089219,154.13705,115
result,FLOAT,TS_2DIFF,UNCOMPRESSED,1,10w,1682722827923,1682722837531,2.989,3.841,255309,9.66687,1
result,FLOAT,TS_2DIFF,UNCOMPRESSED,1,100w,1682722863637,1682722905890,12.106,27.205,2553526,9.66508,11
result,FLOAT,TS_2DIFF,UNCOMPRESSED,1,1000w,1682722932015,1682723293764,91.985,265.685,25536246,9.6647,115
result,FLOAT,TS_2DIFF,UNCOMPRESSED,3,10w,1682723319871,1682723334821,3.477,8.658,777795,5.64301,1
result,FLOAT,TS_2DIFF,UNCOMPRESSED,3,100w,1682723360938,1682723450539,15.615,70.887,7778718,5.64233,11
result,FLOAT,TS_2DIFF,UNCOMPRESSED,3,1000w,1682723476645,1682724308229,126.706,699.081,77787507,5.6423,115
result,FLOAT,TS_2DIFF,UNCOMPRESSED,5,10w,1682724334359,1682724354183,3.588,13.429,1300273,4.84757,1
result,FLOAT,TS_2DIFF,UNCOMPRESSED,5,100w,1682724380273,1682724513636,17.615,112.541,13003822,4.84705,11
result,FLOAT,TS_2DIFF,UNCOMPRESSED,5,1000w,1682724539755,1682725923279,159.447,1217.59,130037848,4.84705,115
result,FLOAT,TS_2DIFF,SNAPPY,1,10w,1682725949383,1682725958792,3.012,3.56,37158,66.42042,1
result,FLOAT,TS_2DIFF,SNAPPY,1,100w,1682725984895,1682726024114,12.017,24.292,374086,65.97427,11
result,FLOAT,TS_2DIFF,SNAPPY,1,1000w,1682726050233,1682726378293,90.888,232.924,3750022,65.81296,115
result,FLOAT,TS_2DIFF,SNAPPY,3,10w,1682726404403,1682726418715,3.732,7.658,118720,36.97052,1
result,FLOAT,TS_2DIFF,SNAPPY,3,100w,1682726444835,1682726525350,16.205,61.321,1196156,36.69266,11
result,FLOAT,TS_2DIFF,SNAPPY,3,1000w,1682726551452,1682727300839,125.613,618.456,11995520,36.58867,115
result,FLOAT,TS_2DIFF,SNAPPY,5,10w,1682727326962,1682727344763,3.748,11.192,202216,31.17078,1
result,FLOAT,TS_2DIFF,SNAPPY,5,100w,1682727370870,1682727506843,23.02,109.89,2032551,31.01041,11
result,FLOAT,TS_2DIFF,SNAPPY,5,1000w,1682727532966,1682728660316,153.751,967.589,20347513,30.97677,115
result,FLOAT,TS_2DIFF,LZ4,1,10w,1682728686442,1682728695567,2.936,3.402,30633,80.56815,1
result,FLOAT,TS_2DIFF,LZ4,1,100w,1682728721686,1682728759459,11.771,23.068,307808,80.18,11
result,FLOAT,TS_2DIFF,LZ4,1,1000w,1682728785568,1682729097556,92.595,215.137,3078493,80.16911,115
result,FLOAT,TS_2DIFF,LZ4,3,10w,1682729123670,1682729136703,3.364,6.806,99440,44.1384,1
result,FLOAT,TS_2DIFF,LZ4,3,100w,1682729162810,1682729245317,15.232,64.228,1000344,43.87503,11
result,FLOAT,TS_2DIFF,LZ4,3,1000w,1682729271438,1682729963364,123.657,563.089,10015767,43.82092,115
result,FLOAT,TS_2DIFF,LZ4,5,10w,1682729989488,1682730007424,3.66,11.364,169814,37.11826,1
result,FLOAT,TS_2DIFF,LZ4,5,100w,1682730033554,1682730146580,18.339,91.522,1707078,36.92286,11
result,FLOAT,TS_2DIFF,LZ4,5,1000w,1682730172692,1682731319429,152.129,988.105,17083969,36.89425,115
result,FLOAT,TS_2DIFF,GZIP,1,10w,1682731345545,1682731354816,3.02,3.459,23257,106.12035,1
result,FLOAT,TS_2DIFF,GZIP,1,100w,1682731380913,1682731419103,11.855,23.292,234076,105.43602,11
result,FLOAT,TS_2DIFF,GZIP,1,1000w,1682731445212,1682731765032,92.855,222.653,2341143,105.41861,115
result,FLOAT,TS_2DIFF,GZIP,3,10w,1682731791159,1682731804793,3.273,7.491,76454,57.40855,1
result,FLOAT,TS_2DIFF,GZIP,3,100w,1682731830904,1682731912907,14.834,64.207,769087,57.06781,11
result,FLOAT,TS_2DIFF,GZIP,3,1000w,1682731939027,1682732643041,124.964,573.851,7692338,57.05679,115
result,FLOAT,TS_2DIFF,GZIP,5,10w,1682732669156,1682732686443,3.644,10.803,131117,48.07298,1
result,FLOAT,TS_2DIFF,GZIP,5,100w,1682732712572,1682732835346,18.168,101.353,1318444,47.80649,11
result,FLOAT,TS_2DIFF,GZIP,5,1000w,1682732861475,1682733940577,149.908,922.872,13185787,47.80148,115
result,FLOAT,TS_2DIFF,ZSTD,1,10w,1682733966700,1682733976386,3.222,3.463,19550,126.24256,1
result,FLOAT,TS_2DIFF,ZSTD,1,100w,1682734002497,1682734041145,12.059,23.406,196800,125.40672,11
result,FLOAT,TS_2DIFF,ZSTD,1,1000w,1682734067248,1682734383341,91.135,220.505,1967103,125.46371,115
result,FLOAT,TS_2DIFF,ZSTD,3,10w,1682734409459,1682734423167,3.541,7.053,65239,67.27749,1
result,FLOAT,TS_2DIFF,ZSTD,3,100w,1682734449279,1682734531540,15.193,63.458,656416,66.86326,11
result,FLOAT,TS_2DIFF,ZSTD,3,1000w,1682734557656,1682735269423,121.002,584.773,6561731,66.88786,115
result,FLOAT,TS_2DIFF,ZSTD,5,10w,1682735295555,1682735314276,3.67,11.343,112440,56.05825,1
result,FLOAT,TS_2DIFF,ZSTD,5,100w,1682735340385,1682735463456,17.698,101.33,1130856,55.73671,11
result,FLOAT,TS_2DIFF,ZSTD,5,1000w,1682735489572,1682736595451,157.265,941.133,11304578,55.75619,115
result,FLOAT,TS_2DIFF,LZMA2,1,10w,1682736621561,1682736630673,2.867,3.483,19325,127.71239,1
result,FLOAT,TS_2DIFF,LZMA2,1,100w,1682736656786,1682736696420,12.447,24.033,194957,126.59223,11
result,FLOAT,TS_2DIFF,LZMA2,1,1000w,1682736722529,1682737049333,93.706,228.701,1950406,126.53778,115
result,FLOAT,TS_2DIFF,LZMA2,3,10w,1682737075455,1682737089639,3.344,7.205,64683,67.85579,1
result,FLOAT,TS_2DIFF,LZMA2,3,100w,1682737115772,1682737195993,15.599,61.109,651648,67.35249,11
result,FLOAT,TS_2DIFF,LZMA2,3,1000w,1682737222099,1682737964402,129.183,607.25,6518244,67.3341,115
result,FLOAT,TS_2DIFF,LZMA2,5,10w,1682737990516,1682738010855,3.652,12.18,111597,56.48172,1
result,FLOAT,TS_2DIFF,LZMA2,5,100w,1682738036992,1682738163241,17.772,104.706,1123879,56.08272,11
result,FLOAT,TS_2DIFF,LZMA2,5,1000w,1682738189349,1682739393157,159.763,1036.931,11242978,56.06168,115
result,FLOAT,GORILLA,UNCOMPRESSED,1,10w,1682739419262,1682739428715,2.901,3.707,382132,6.45861,1
result,FLOAT,GORILLA,UNCOMPRESSED,1,100w,1682739454819,1682739495472,11.941,25.82,3821803,6.4577,11
result,FLOAT,GORILLA,UNCOMPRESSED,1,1000w,1682739521585,1682739863986,93.55,244.617,38219514,6.45744,115
result,FLOAT,GORILLA,UNCOMPRESSED,3,10w,1682739890093,1682739903986,3.373,7.736,1145881,3.83034,1
result,FLOAT,GORILLA,UNCOMPRESSED,3,100w,1682739930101,1682740014862,15.084,66.695,11459665,3.82997,11
result,FLOAT,GORILLA,UNCOMPRESSED,3,1000w,1682740040992,1682740817459,128.359,642.768,114597934,3.82991,115
result,FLOAT,GORILLA,UNCOMPRESSED,5,10w,1682740843589,1682740862712,3.808,12.469,1909680,3.30066,1
result,FLOAT,GORILLA,UNCOMPRESSED,5,100w,1682740888837,1682741025458,17.838,115.641,19098032,3.30035,11
result,FLOAT,GORILLA,UNCOMPRESSED,5,1000w,1682741051565,1682742275230,152.348,1064.877,190981399,3.30032,115
result,FLOAT,GORILLA,SNAPPY,1,10w,1682742301358,1682742310556,2.887,3.462,30974,79.68131,1
result,FLOAT,GORILLA,SNAPPY,1,100w,1682742336668,1682742374779,11.953,23.27,311172,79.31321,11
result,FLOAT,GORILLA,SNAPPY,1,1000w,1682742400891,1682742716067,94.66,216.255,3113087,79.27824,115
result,FLOAT,GORILLA,SNAPPY,3,10w,1682742742173,1682742755403,3.289,7.176,91539,47.94827,1
result,FLOAT,GORILLA,SNAPPY,3,100w,1682742781516,1682742861147,14.857,61.606,919131,47.75178,11
result,FLOAT,GORILLA,SNAPPY,3,1000w,1682742887250,1682743627403,123.836,610.539,9193187,47.74189,115
result,FLOAT,GORILLA,SNAPPY,5,10w,1682743653515,1682743670858,3.645,10.836,152572,41.31312,1
result,FLOAT,GORILLA,SNAPPY,5,100w,1682743696974,1682743808944,17.687,91.277,1531855,41.14634,11
result,FLOAT,GORILLA,SNAPPY,5,1000w,1682743835052,1682744896369,151.968,902.88,15321267,41.13891,115
result,FLOAT,GORILLA,LZ4,1,10w,1682744922495,1682744931693,2.927,3.343,15368,160.59624,1
result,FLOAT,GORILLA,LZ4,1,100w,1682744957825,1682744993884,11.703,21.469,155507,158.70696,11
result,FLOAT,GORILLA,LZ4,1,1000w,1682745019987,1682745315758,89.44,202.106,1559120,158.29445,115
result,FLOAT,GORILLA,LZ4,3,10w,1682745341863,1682745354412,3.226,6.455,45228,97.04429,1
result,FLOAT,GORILLA,LZ4,3,100w,1682745380499,1682745451628,14.718,53.487,457128,96.01276,11
result,FLOAT,GORILLA,LZ4,3,1000w,1682745477735,1682746123147,129.101,511.029,4580195,95.82564,115
result,FLOAT,GORILLA,LZ4,5,10w,1682746149278,1682746165895,3.608,10.117,75416,83.57902,1
result,FLOAT,GORILLA,LZ4,5,100w,1682746192019,1682746296524,18.345,82.972,762113,82.70453,11
result,FLOAT,GORILLA,LZ4,5,1000w,1682746322649,1682747363727,147.091,887.645,7635300,82.55081,115
result,FLOAT,GORILLA,GZIP,1,10w,1682747389847,1682747399338,3.036,3.557,15196,162.41379,1
result,FLOAT,GORILLA,GZIP,1,100w,1682747425450,1682747462019,11.854,21.824,153523,160.75793,11
result,FLOAT,GORILLA,GZIP,1,1000w,1682747488137,1682747788478,92.2,203.838,1538474,160.41873,115
result,FLOAT,GORILLA,GZIP,3,10w,1682747814577,1682747828122,3.335,6.574,44698,98.19477,1
result,FLOAT,GORILLA,GZIP,3,100w,1682747854232,1682747932449,14.833,60.377,451192,97.2759,11
result,FLOAT,GORILLA,GZIP,3,1000w,1682747958558,1682748615511,124.392,527.805,4519133,97.12042,115
result,FLOAT,GORILLA,GZIP,5,10w,1682748641619,1682748658442,3.56,10.448,74543,84.55764,1
result,FLOAT,GORILLA,GZIP,5,100w,1682748684566,1682748798146,17.375,93.211,752123,83.80302,11
result,FLOAT,GORILLA,GZIP,5,1000w,1682748824250,1682749827478,156.085,840.71,7530425,83.70048,115
result,FLOAT,GORILLA,ZSTD,1,10w,1682749853594,1682749862477,2.862,3.256,11413,216.24823,1
result,FLOAT,GORILLA,ZSTD,1,100w,1682749888575,1682749927086,13.055,22.455,115659,213.38626,11
result,FLOAT,GORILLA,ZSTD,1,1000w,1682749953222,1682750255860,90.608,207.809,1159395,212.86968,115
result,FLOAT,GORILLA,ZSTD,3,10w,1682750281982,1682750295185,3.309,6.993,33376,131.50506,1
result,FLOAT,GORILLA,ZSTD,3,100w,1682750321296,1682750398454,15.57,58.554,337589,130.0105,11
result,FLOAT,GORILLA,ZSTD,3,1000w,1682750424571,1682751093675,123.348,540.485,3380189,129.84484,115
result,FLOAT,GORILLA,ZSTD,5,10w,1682751119787,1682751136397,3.738,9.853,55686,113.19156,1
result,FLOAT,GORILLA,ZSTD,5,100w,1682751162499,1682751269702,18.366,85.681,562974,111.95932,11
result,FLOAT,GORILLA,ZSTD,5,1000w,1682751295838,1682752305821,163.979,839.705,5635314,111.84828,115
result,FLOAT,GORILLA,LZMA2,1,10w,1682752331942,1682752340983,2.897,3.352,12940,190.7296,1
result,FLOAT,GORILLA,LZMA2,1,100w,1682752367090,1682752404880,12.403,22.351,130968,188.44329,11
result,FLOAT,GORILLA,LZMA2,1,1000w,1682752430990,1682752742893,94.448,212.776,1312471,188.04228,115
result,FLOAT,GORILLA,LZMA2,3,10w,1682752769021,1682752783137,3.274,7.171,37963,115.61555,1
result,FLOAT,GORILLA,LZMA2,3,100w,1682752809254,1682752889934,15.887,61.316,383653,114.40055,11
result,FLOAT,GORILLA,LZMA2,3,1000w,1682752916049,1682753589961,125.623,542.431,3841058,114.26542,115
result,FLOAT,GORILLA,LZMA2,5,10w,1682753616076,1682753635053,3.684,10.712,63313,99.55594,1
result,FLOAT,GORILLA,LZMA2,5,100w,1682753661159,1682753770497,17.751,87.952,639527,98.5575,11
result,FLOAT,GORILLA,LZMA2,5,1000w,1682753796629,1682754825102,157.295,863.686,6400694,98.47373,115
result,FLOAT,FREQ,UNCOMPRESSED,1,10w,1682754851223,1682754860386,2.956,3.445,187075,13.19279,1
result,FLOAT,FREQ,UNCOMPRESSED,1,100w,1682754886500,1682754925611,12.204,24.021,1868323,13.20973,11
result,FLOAT,FREQ,UNCOMPRESSED,1,1000w,1682754951721,1682755275743,90.367,229.447,18663476,13.22369,115
result,FLOAT,FREQ,UNCOMPRESSED,3,10w,1682755301859,1682755315609,3.19,7.724,565873,7.75636,1
result,FLOAT,FREQ,UNCOMPRESSED,3,100w,1682755341717,1682755421432,14.853,61.703,5658523,7.75646,11
result,FLOAT,FREQ,UNCOMPRESSED,3,1000w,1682755447545,1682756180247,125.726,601.347,56583634,7.75666,115
result,FLOAT,FREQ,UNCOMPRESSED,5,10w,1682756206370,1682756224186,3.963,10.902,940131,6.70459,1
result,FLOAT,FREQ,UNCOMPRESSED,5,100w,1682756250298,1682756375362,22.838,98.976,9406196,6.70092,11
result,FLOAT,FREQ,UNCOMPRESSED,5,1000w,1682756401471,1682757649960,154.099,1087.754,94099388,6.69824,115
result,FLOAT,FREQ,SNAPPY,1,10w,1682757676084,1682757685014,2.898,3.218,173820,14.19886,1
result,FLOAT,FREQ,SNAPPY,1,100w,1682757711132,1682757747235,11.72,21.311,1736010,14.21653,11
result,FLOAT,FREQ,SNAPPY,1,1000w,1682757773350,1682758076143,96.286,202.107,17341441,14.23181,115
result,FLOAT,FREQ,SNAPPY,3,10w,1682758102257,1682758114925,3.439,6.415,526161,8.3418,1
result,FLOAT,FREQ,SNAPPY,3,100w,1682758141039,1682758212198,14.858,53.049,5262168,8.34069,11
result,FLOAT,FREQ,SNAPPY,3,1000w,1682758238321,1682758933004,125.679,563.298,52623624,8.34036,115
result,FLOAT,FREQ,SNAPPY,5,10w,1682758959113,1682758975585,3.584,10.052,873957,7.21227,1
result,FLOAT,FREQ,SNAPPY,5,100w,1682759001715,1682759104231,17.526,81.921,8745743,7.20696,11
result,FLOAT,FREQ,SNAPPY,5,1000w,1682759130342,1682760166492,143.868,885.832,87500828,7.20336,115
result,FLOAT,FREQ,LZ4,1,10w,1682760192615,1682760201350,2.846,3.096,174141,14.17265,1
result,FLOAT,FREQ,LZ4,1,100w,1682760227473,1682760262795,11.731,20.636,1740453,14.18024,11
result,FLOAT,FREQ,LZ4,1,1000w,1682760288906,1682760572385,91.547,187.273,17395526,14.18756,115
result,FLOAT,FREQ,LZ4,3,10w,1682760598499,1682760610438,3.283,5.839,527762,8.31646,1
result,FLOAT,FREQ,LZ4,3,100w,1682760636543,1682760701706,15.122,46.983,5278916,8.31423,11
result,FLOAT,FREQ,LZ4,3,1000w,1682760727822,1682761305498,121.411,450.902,52797316,8.31292,115
result,FLOAT,FREQ,LZ4,5,10w,1682761331633,1682761346775,3.668,8.676,876886,7.18814,1
result,FLOAT,FREQ,LZ4,5,100w,1682761372882,1682761471706,18.547,77.206,8772832,7.1847,11
result,FLOAT,FREQ,LZ4,5,1000w,1682761497820,1682762447333,144.966,798.1,87754929,7.1825,115
result,FLOAT,FREQ,GZIP,1,10w,1682762473452,1682762482211,2.847,3.118,169133,14.59229,1
result,FLOAT,FREQ,GZIP,1,100w,1682762508326,1682762543661,11.91,20.475,1688843,14.61358,11
result,FLOAT,FREQ,GZIP,1,1000w,1682762569791,1682762866957,95.021,197.604,16867650,14.63156,115
result,FLOAT,FREQ,GZIP,3,10w,1682762893091,1682762905411,3.242,6.198,511802,8.57578,1
result,FLOAT,FREQ,GZIP,3,100w,1682762931515,1682763003602,14.794,54.151,5120484,8.57148,11
result,FLOAT,FREQ,GZIP,3,1000w,1682763029699,1682763640635,122.824,482.777,51221434,8.56868,115
result,FLOAT,FREQ,GZIP,5,10w,1682763666745,1682763683042,3.88,9.633,850457,7.4115,1
result,FLOAT,FREQ,GZIP,5,100w,1682763709163,1682763808500,17.793,78.361,8510880,7.40583,11
result,FLOAT,FREQ,GZIP,5,1000w,1682763834621,1682764764672,152.265,771.348,85153275,7.40195,115
result,FLOAT,FREQ,ZSTD,1,10w,1682764790806,1682764799701,2.908,3.155,166379,14.83383,1
result,FLOAT,FREQ,ZSTD,1,100w,1682764825819,1682764861087,11.936,20.461,1660695,14.86127,11
result,FLOAT,FREQ,ZSTD,1,1000w,1682764887207,1682765176383,93.428,191.51,16582305,14.88334,115
result,FLOAT,FREQ,ZSTD,3,10w,1682765202491,1682765214575,3.259,6.016,503444,8.71816,1
result,FLOAT,FREQ,ZSTD,3,100w,1682765240667,1682765309240,15.831,49.649,5035629,8.71591,11
result,FLOAT,FREQ,ZSTD,3,1000w,1682765335357,1682765951587,124.918,485.949,50366751,8.71408,115
result,FLOAT,FREQ,ZSTD,5,10w,1682765977706,1682765993891,3.616,9.774,836987,7.53079,1
result,FLOAT,FREQ,ZSTD,5,100w,1682766020012,1682766126985,18.16,85.493,8371850,7.52882,11
result,FLOAT,FREQ,ZSTD,5,1000w,1682766153099,1682767143990,151.992,832.432,83735843,7.52724,115
result,FLOAT,FREQ,LZMA2,1,10w,1682767170116,1682767179013,2.843,3.187,165962,14.8711,1
result,FLOAT,FREQ,LZMA2,1,100w,1682767205148,1682767241390,12.148,21.071,1658655,14.87955,11
result,FLOAT,FREQ,LZMA2,1,1000w,1682767267503,1682767563080,91.846,198.871,16579688,14.88569,115
result,FLOAT,FREQ,LZMA2,3,10w,1682767589211,1682767603116,3.442,6.688,501918,8.74466,1
